member_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,home_ownership,annual_inc,dti,fico_range_low,fico_range_high,loan_status
1267093,6400,6400, 36 months,7.51%,199.11,A,OWN,44000,24.33,740,744,Fully Paid
1267932,15000,15000, 60 months,17.27%,374.97,D,RENT,62000,22.16,695,699,In Grace Period
1268221,13000,13000, 36 months,7.90%,406.78,A,RENT,33000,10.87,725,729,Fully Paid
1268272,18000,18000, 60 months,15.96%,437.35,C,MORTGAGE,63000,13.89,705,709,Fully Paid
1267879,8000,8000, 36 months,6.62%,245.63,A,RENT,65000,11.8,735,739,Fully Paid
1236776,7800,7800, 36 months,10.65%,254.08,B,MORTGAGE,48000,7.15,720,724,Fully Paid
1268075,15000,15000, 36 months,14.27%,514.64,C,RENT,53000,22.03,690,694,Fully Paid
1268236,23600,23600, 60 months,18.64%,607.54,E,OWN,60000,24.36,720,724,Fully Paid
1268219,15000,15000, 36 months,12.42%,501.23,B,RENT,95000,15.74,715,719,Fully Paid
1266739,24000,24000, 60 months,18.25%,612.72,D,RENT,86779,18.35,690,694,Charged Off
1264427,23500,23500, 60 months,12.69%,530.98,B,RENT,48000,16.05,725,729,Fully Paid
1264756,35000,35000, 60 months,21.67%,960.11,F,MORTGAGE,83500,19.9,670,674,Fully Paid
1268226,2100,2100, 36 months,17.27%,75.16,D,RENT,44400,6.49,675,679,Fully Paid
1268064,16600,16600, 60 months,15.96%,403.33,C,RENT,40000,13.17,710,714,Fully Paid
1268014,18000,18000, 60 months,15.96%,437.35,C,RENT,102000,14.64,705,709,Fully Paid
1268186,16000,16000, 36 months,14.27%,548.95,C,OWN,60000,18.62,690,694,Fully Paid
1268177,12000,12000, 36 months,12.42%,400.99,B,MORTGAGE,37500,13.25,695,699,Fully Paid
1268175,18000,18000, 60 months,19.03%,467.23,E,MORTGAGE,75000,17.57,695,699,Charged Off
1268018,10800,10800, 36 months,13.49%,366.45,C,RENT,50000,23.71,680,684,Fully Paid
1266362,15000,15000, 36 months,12.42%,501.23,B,RENT,47840,17.21,695,699,Fully Paid
1268012,7100,7100, 36 months,15.27%,247.07,C,MORTGAGE,40000,16.08,670,674,Fully Paid
1268007,10000,10000, 36 months,9.91%,322.25,B,RENT,80000,20.05,725,729,Fully Paid
1268003,6000,6000, 36 months,12.69%,201.27,B,RENT,51000,19.91,670,674,Fully Paid
1268154,10400,10400, 36 months,16.29%,367.13,D,RENT,65000,24.57,670,674,Fully Paid
1267987,2000,2000, 36 months,12.42%,66.84,B,MORTGAGE,25056,20.79,670,674,Fully Paid
1265697,8000,8000, 36 months,16.29%,282.41,D,MORTGAGE,75000,17.52,665,669,Fully Paid
1268126,10000,10000, 36 months,14.27%,343.09,C,RENT,40000,11.67,690,694,Fully Paid
1268130,12000,12000, 36 months,11.71%,396.92,B,RENT,83000,17.99,710,714,Fully Paid
1267974,16000,16000, 60 months,15.96%,388.75,C,MORTGAGE,61000,20.52,710,714,Current
1268129,35000,35000, 36 months,19.03%,1283.5,E,RENT,200000,4.18,680,684,Fully Paid
1268122,4500,4500, 36 months,6.62%,138.17,A,RENT,42000,25.17,745,749,Fully Paid
1268121,12000,12000, 60 months,19.03%,311.49,E,RENT,80000,17.16,670,674,Fully Paid
1267953,20000,20000, 36 months,7.90%,625.81,A,MORTGAGE,120000,5.22,810,814,Fully Paid
1267920,10000,10000, 36 months,10.65%,325.74,B,RENT,45000,19.28,715,719,Fully Paid
1267918,20000,20000, 60 months,19.42%,523.45,E,MORTGAGE,48000,16.2,695,699,Fully Paid
1267709,28000,28000, 60 months,20.89%,755.77,F,RENT,80000,18.77,680,684,Current
1267701,4000,4000, 36 months,10.65%,130.3,B,MORTGAGE,90000,9.57,690,694,Fully Paid
1267673,12000,12000, 36 months,6.03%,365.23,A,RENT,75000,11.68,775,779,Fully Paid
1267855,12000,12000, 36 months,16.77%,426.47,D,RENT,98000,6.22,665,669,Fully Paid
1267849,20000,20000, 36 months,13.49%,678.61,C,MORTGAGE,118560,10.54,715,719,Fully Paid
1267778,8000,8000, 36 months,7.90%,250.33,A,RENT,72000,6.4,745,749,Fully Paid
1267785,35000,35000, 60 months,18.64%,901.01,E,RENT,140000,12,715,719,Current
1267776,20000,20000, 36 months,11.71%,661.52,B,MORTGAGE,120000,17.33,705,709,Fully Paid
1267787,20000,20000, 36 months,12.42%,668.31,B,RENT,77000,20.06,715,719,Fully Paid
1267735,3500,3500, 36 months,7.90%,109.52,A,MORTGAGE,60000,8.1,725,729,Fully Paid
1267633,5000,5000, 36 months,13.49%,169.66,C,OWN,36000,14.33,680,684,Charged Off
1267769,1300,1300, 36 months,14.27%,44.61,C,RENT,60000,7.8,695,699,Charged Off
1266349,7500,7500, 36 months,15.27%,260.99,C,RENT,45000,6.51,670,674,Fully Paid
1267589,7800,7800, 36 months,8.90%,247.68,A,MORTGAGE,117000,17.39,715,719,Fully Paid
1267738,6925,6925, 36 months,11.71%,229.06,B,RENT,25000,21.74,680,684,Fully Paid
1267363,12800,12800, 36 months,13.49%,434.31,C,OWN,80000,18.43,690,694,Fully Paid
1267549,15000,15000, 36 months,15.27%,521.97,C,RENT,48000,18.63,685,689,Charged Off
1267486,8000,8000, 36 months,12.69%,268.36,B,MORTGAGE,40800,7.44,700,704,Fully Paid
1267507,5375,5375, 36 months,12.69%,180.31,B,RENT,18000,17,665,669,Fully Paid
1267541,2500,2500, 36 months,12.69%,83.87,B,RENT,42500,13.5,670,674,Fully Paid
1267494,17625,17625, 36 months,8.90%,559.66,A,RENT,45000,24.67,735,739,Fully Paid
1267506,6000,6000, 36 months,15.27%,208.79,C,MORTGAGE,66000,23.38,660,664,Charged Off
1267498,7100,7100, 36 months,12.42%,237.25,B,OWN,24000,17.65,685,689,Fully Paid
1267308,20000,20000, 60 months,16.77%,494.59,D,RENT,110000,5.5,725,729,Current
1266088,2800,2800, 36 months,10.65%,91.21,B,MORTGAGE,90000,18.83,705,709,Fully Paid
1266879,14000,14000, 60 months,20.89%,377.89,F,MORTGAGE,158000,20.04,660,664,Fully Paid
1267456,12000,12000, 36 months,7.51%,373.33,A,RENT,32000,19.05,740,744,Fully Paid
1267432,6625,6625, 36 months,12.69%,222.24,B,RENT,24947.3,21.55,685,689,Charged Off
1267438,14675,14675, 36 months,12.69%,492.28,B,MORTGAGE,40000,16.95,690,694,Fully Paid
1267250,15000,15000, 36 months,11.71%,496.14,B,RENT,74000,15.97,710,714,Fully Paid
1264277,12000,12000, 36 months,7.90%,375.49,A,RENT,70000,11.09,740,744,Fully Paid
1264634,13000,13000, 36 months,8.90%,412.8,A,RENT,44100,25.12,730,734,Fully Paid
1264640,12000,12000, 36 months,10.65%,390.88,B,RENT,55000,16.87,730,734,Fully Paid
1267199,10000,10000, 36 months,16.29%,353.01,D,RENT,35000,5.76,665,669,Fully Paid
1260948,11550,11550, 36 months,16.77%,410.47,D,RENT,83954,10.65,660,664,Fully Paid
1267209,6000,6000, 36 months,8.90%,190.52,A,OWN,100000,8.32,705,709,Fully Paid
1169304,35000,35000, 60 months,18.64%,901.01,E,MORTGAGE,248000,6.17,715,719,Fully Paid
1267355,9000,9000, 36 months,16.77%,319.85,D,RENT,160000,9.94,660,664,Fully Paid
1267109,12000,12000, 60 months,14.65%,283.28,C,RENT,35000,22.18,705,709,Fully Paid
1267162,28000,28000, 36 months,7.90%,876.13,A,MORTGAGE,82000,4.77,750,754,Fully Paid
1267152,17400,17400, 60 months,14.65%,410.76,C,MORTGAGE,43000,11.25,730,734,Charged Off
1267154,13000,13000, 36 months,6.03%,395.67,A,MORTGAGE,73000,5.34,780,784,Fully Paid
1267095,14000,14000, 60 months,13.49%,322.07,C,OWN,30000,19.44,715,719,Current
1267145,17000,17000, 36 months,13.49%,576.82,C,RENT,37000,15.73,715,719,Fully Paid
1261681,6000,6000, 36 months,14.65%,206.97,C,RENT,30000,15.68,665,669,Fully Paid
1267066,20000,20000, 36 months,10.65%,651.47,B,RENT,65000,6.72,720,724,Fully Paid
1267125,1100,1100, 36 months,14.65%,37.95,C,MORTGAGE,36000,12.2,670,674,Charged Off
1266811,10000,10000, 36 months,7.90%,312.91,A,RENT,75000,7.5,730,734,Fully Paid
1266888,7000,7000, 36 months,9.91%,225.58,B,RENT,54008,8.64,695,699,Fully Paid
1093605,14000,14000, 36 months,10.65%,456.03,B,MORTGAGE,85000,17.39,720,724,Fully Paid
1267038,5000,5000, 36 months,6.62%,153.52,A,MORTGAGE,54000,13.91,765,769,Fully Paid
1267027,8500,8500, 36 months,6.62%,260.99,A,MORTGAGE,84000,17.21,735,739,Fully Paid
1161144,19750,19750, 60 months,16.77%,488.4,D,MORTGAGE,66500,14.29,700,704,Fully Paid
1245676,21000,21000, 36 months,10.65%,684.04,B,MORTGAGE,53004,2.06,720,724,Fully Paid
1266833,15000,15000, 60 months,18.64%,386.15,E,OWN,50000,13.34,675,679,Charged Off
1266802,12000,12000, 36 months,6.62%,368.45,A,RENT,71151,18.57,730,734,Fully Paid
1266829,9000,9000, 36 months,7.51%,280,A,MORTGAGE,125000,9.16,735,739,Fully Paid
1264123,18000,18000, 36 months,18.64%,656.54,E,RENT,180000,11.95,660,664,Fully Paid
1266819,10000,10000, 36 months,14.27%,343.09,C,MORTGAGE,300000,5.65,675,679,Fully Paid
1266814,7000,7000, 36 months,8.90%,222.28,A,MORTGAGE,35000,12.45,715,719,Fully Paid
1266809,8000,8000, 36 months,16.29%,282.41,D,RENT,63000,14.57,665,669,Fully Paid
1266918,26000,26000, 60 months,19.03%,674.89,E,RENT,72000,22.22,675,679,Charged Off
1263890,28000,28000, 60 months,10.65%,603.92,B,RENT,64936,8.91,755,759,Fully Paid
1266625,35000,35000, 60 months,13.49%,805.17,C,RENT,98000,14.55,750,754,Charged Off
1265515,5500,5500, 60 months,19.42%,143.95,E,RENT,25000,10.56,685,689,Charged Off
1242419,14400,14400, 60 months,14.65%,339.94,C,MORTGAGE,105000,10.75,745,749,Fully Paid
1266923,10000,10000, 36 months,10.65%,325.74,B,RENT,44000,18.22,715,719,Fully Paid
1266711,28000,28000, 36 months,16.77%,995.08,D,OWN,76000,13.78,715,719,Charged Off
1266932,5000,5000, 36 months,16.29%,176.51,D,OWN,24000,4.65,695,699,Fully Paid
1260851,20000,20000, 36 months,11.71%,661.52,B,RENT,57000,22.74,705,709,Fully Paid
1266692,7000,7000, 36 months,16.77%,248.77,D,RENT,45000,22.21,660,664,Fully Paid
1266685,10000,10000, 36 months,13.49%,339.31,C,MORTGAGE,72000,8.68,685,689,Fully Paid
1266498,10000,10000, 36 months,16.77%,355.39,D,RENT,44000,12.9,660,664,Fully Paid
1266493,10000,10000, 36 months,11.71%,330.76,B,RENT,60000,19.92,695,699,Charged Off
1266508,20000,20000, 36 months,10.65%,651.47,B,RENT,65000,14.36,720,724,Fully Paid
1266447,6000,6000, 36 months,12.69%,201.27,B,RENT,65000,5.41,680,684,Fully Paid
1263860,16000,16000, 36 months,17.27%,572.6,D,RENT,65000,19.81,665,669,Fully Paid
1266639,3400,3400, 36 months,9.91%,109.57,B,MORTGAGE,125000,16.95,705,709,Fully Paid
1266628,6000,6000, 36 months,13.49%,203.59,C,MORTGAGE,22500,8.32,680,684,Fully Paid
1266452,7000,7000, 36 months,7.90%,219.04,A,MORTGAGE,47000,14.37,725,729,Charged Off
1266444,12000,12000, 60 months,13.49%,276.06,C,OWN,52000,21.42,730,734,Current
1264697,7875,7875, 60 months,19.42%,206.11,E,RENT,25000,19.82,665,669,Fully Paid
1254565,21000,21000, 60 months,21.28%,571.44,F,MORTGAGE,109992,10.89,665,669,Fully Paid
1266356,17000,17000, 36 months,6.62%,521.97,A,MORTGAGE,78301,13.85,775,779,Fully Paid
1261112,6000,6000, 36 months,9.91%,193.35,B,RENT,54516,10.43,705,709,Fully Paid
1266428,9500,9500, 36 months,6.62%,291.69,A,MORTGAGE,43000,19.28,735,739,Fully Paid
1260866,16000,16000, 60 months,14.27%,374.54,C,MORTGAGE,72000,11.88,705,709,Fully Paid
1266546,35000,35000, 60 months,22.35%,973.64,F,MORTGAGE,65000,12.37,665,669,Charged Off
1260945,1200,1200, 36 months,18.25%,43.54,D,RENT,20400,24.12,660,664,Charged Off
1266569,20000,20000, 60 months,17.58%,503.32,D,OWN,86124,17.6,690,694,Charged Off
1265240,5000,5000, 36 months,14.27%,171.55,C,RENT,24000,1.75,695,699,Charged Off
1266575,5400,5400, 36 months,16.29%,190.63,D,RENT,32000,20.03,660,664,Charged Off
1266554,12000,12000, 60 months,19.91%,317.33,E,RENT,36500,22.22,665,669,Charged Off
1266550,12775,12775, 36 months,9.91%,411.68,B,MORTGAGE,38000,20.94,720,724,Fully Paid
1258778,5000,5000, 36 months,17.58%,179.72,D,RENT,21600,5.33,665,669,Fully Paid
1266387,15000,15000, 60 months,19.91%,396.66,E,RENT,41500,17.93,665,669,Fully Paid
1259961,15600,15600, 36 months,13.49%,529.32,C,MORTGAGE,75000,18.53,690,694,Fully Paid
1265980,5050,5050, 60 months,21.67%,138.53,F,MORTGAGE,67517.64,10.45,670,674,Charged Off
1266108,12000,12000, 60 months,18.25%,306.36,D,RENT,34500,22.61,695,699,Fully Paid
1266360,24000,24000, 60 months,18.64%,617.83,E,MORTGAGE,120000,15.33,690,694,Fully Paid
1255948,25000,25000, 60 months,12.42%,561.44,B,MORTGAGE,54600,12.09,765,769,Fully Paid
1266355,12000,12000, 36 months,16.29%,423.61,D,MORTGAGE,72000,16.33,660,664,Fully Paid
1266273,10000,10000, 36 months,12.69%,335.45,B,RENT,70000,13.53,695,699,Fully Paid
1261019,2400,2400, 36 months,9.91%,77.34,B,RENT,46000,18.78,710,714,Fully Paid
1266078,5825,5825, 36 months,14.27%,199.85,C,RENT,25000,20.21,675,679,Fully Paid
1266322,20000,20000, 36 months,11.71%,661.52,B,RENT,65000,21.05,710,714,Fully Paid
1266253,16000,16000, 36 months,11.71%,529.22,B,RENT,47000,19.43,700,704,Fully Paid
1266263,1500,1500, 36 months,9.91%,48.34,B,MORTGAGE,25632,2.72,795,799,Fully Paid
1266116,12500,12500, 36 months,10.65%,407.17,B,MORTGAGE,50000,12.12,745,749,Fully Paid
1266272,12000,12000, 60 months,8.90%,248.52,A,MORTGAGE,70000,9.65,770,774,Charged Off
1266093,6000,6000, 36 months,6.03%,182.62,A,MORTGAGE,30000,5.6,770,774,Fully Paid
1262713,3500,3500, 36 months,8.90%,111.14,A,MORTGAGE,47500,19.76,720,724,Fully Paid
1260810,4000,4000, 36 months,16.77%,142.16,D,MORTGAGE,45000,7.12,670,674,Fully Paid
1261600,12100,12100, 60 months,17.27%,302.48,D,RENT,50000,11.5,685,689,Fully Paid
1266166,20000,20000, 60 months,14.27%,468.17,C,MORTGAGE,60000,7.42,735,739,Charged Off
1262179,8500,8500, 36 months,7.90%,265.97,A,MORTGAGE,25000,11.62,735,739,Fully Paid
1266198,15000,15000, 36 months,12.42%,501.23,B,MORTGAGE,90000,9.69,720,724,Fully Paid
1266195,15600,15600, 36 months,7.90%,488.13,A,MORTGAGE,43000,20.01,725,729,Fully Paid
1240009,10000,10000, 36 months,12.42%,334.16,B,MORTGAGE,65000,15.07,685,689,Fully Paid
1266208,2400,2400, 36 months,12.42%,80.2,B,MORTGAGE,78000,9.82,695,699,Fully Paid
1250277,12000,12000, 60 months,7.90%,242.75,A,MORTGAGE,102000,8.09,795,799,Fully Paid
1266201,19000,19000, 60 months,20.30%,506.57,E,MORTGAGE,60000,17.24,690,694,Charged Off
1266202,8000,8000, 60 months,14.27%,187.27,C,RENT,40000,11.85,705,709,Fully Paid
1147986,10000,10000, 36 months,15.96%,351.38,C,RENT,51000,9.39,675,679,Charged Off
1263522,9000,9000, 36 months,6.62%,276.34,A,MORTGAGE,125000,7.26,800,804,Fully Paid
1266176,26375,26375, 60 months,17.58%,663.75,D,MORTGAGE,158000,22.66,715,719,Current
1145527,10000,10000, 36 months,13.49%,339.31,C,OWN,72000,20.18,690,694,Fully Paid
1266000,10000,10000, 36 months,11.71%,330.76,B,RENT,21000,12.23,715,719,Fully Paid
1264803,12600,12600, 60 months,20.30%,335.93,E,MORTGAGE,65000,20.05,665,669,Charged Off
1254255,6000,6000, 36 months,10.65%,195.44,B,MORTGAGE,110000,15.82,685,689,Fully Paid
1265997,12800,12800, 36 months,12.42%,427.72,B,RENT,56000,24.66,705,709,Fully Paid
1266121,13000,13000, 60 months,15.96%,315.86,C,MORTGAGE,135800,11.99,695,699,Fully Paid
1265979,8000,8000, 36 months,7.90%,250.33,A,RENT,72000,11.52,730,734,Fully Paid
1265944,6975,6975, 36 months,9.91%,224.77,B,MORTGAGE,102000,20.79,710,714,Fully Paid
1266118,13000,13000, 36 months,7.90%,406.78,A,OWN,53100,16.41,740,744,Fully Paid
1265896,12000,12000, 60 months,16.77%,296.75,D,MORTGAGE,65000,18.2,685,689,Fully Paid
1265968,5000,5000, 36 months,6.62%,153.52,A,RENT,80000,0.81,750,754,Fully Paid
1265950,17000,17000, 36 months,11.71%,562.3,B,MORTGAGE,101000,14.66,700,704,Fully Paid
1265935,12800,12800, 36 months,12.42%,427.72,B,RENT,38000,22.58,715,719,Charged Off
1265883,1600,1600, 36 months,8.90%,50.81,A,RENT,67171,17.67,700,704,Fully Paid
1265929,1200,1200, 36 months,10.65%,39.09,B,MORTGAGE,30000,7.56,705,709,Fully Paid
1265925,26300,26300, 60 months,23.13%,743.38,G,MORTGAGE,65000,15.06,665,669,Charged Off
1264200,18800,18800, 60 months,20.89%,507.45,F,RENT,56791,14.11,670,674,Charged Off
1265707,12000,12000, 36 months,11.71%,396.92,B,MORTGAGE,36000,19.13,695,699,Fully Paid
1265712,28000,28000, 36 months,7.90%,876.13,A,RENT,111000,16.36,760,764,Fully Paid
1226625,3125,3125, 60 months,21.67%,85.73,F,OWN,9960,13.01,670,674,Current
1265706,20000,20000, 36 months,12.69%,670.9,B,OWN,110000,11.14,710,714,Fully Paid
1265701,20000,20000, 60 months,12.69%,451.9,B,MORTGAGE,72000,29.73,745,749,Fully Paid
1265695,5000,5000, 36 months,9.91%,161.13,B,RENT,53000,17.32,710,714,Fully Paid
1265689,19000,19000, 36 months,13.49%,644.68,C,MORTGAGE,115000,13.18,705,709,Fully Paid
1265846,35000,35000, 36 months,9.91%,1127.88,B,OWN,73440,6.5,745,749,Fully Paid
1265679,8000,8000, 36 months,9.91%,257.8,B,RENT,47000,22.24,720,724,Charged Off
1265677,7200,7200, 36 months,17.58%,258.79,D,RENT,40000,21.54,660,664,Fully Paid
1265669,2400,2400, 36 months,9.91%,77.34,B,RENT,45000,18.69,690,694,Fully Paid
1246490,25000,25000, 60 months,19.03%,648.93,E,MORTGAGE,87000,22.25,680,684,Charged Off
1265646,24250,24250, 36 months,19.03%,889.28,E,OWN,55000,15.21,665,669,Fully Paid
1265649,12000,12000, 36 months,10.65%,390.88,B,RENT,36400,26.64,720,724,Fully Paid
1130043,15000,15000, 60 months,15.96%,364.46,C,MORTGAGE,90000,14.35,705,709,Current
1265758,19200,19200, 60 months,18.25%,490.17,D,RENT,45000,15.2,675,679,In Grace Period
1265621,9500,9500, 36 months,11.71%,314.23,B,MORTGAGE,80000,13.99,690,694,Fully Paid
1265732,20000,20000, 60 months,15.96%,485.94,C,RENT,45000,18.88,710,714,Fully Paid
1265724,9000,9000, 36 months,12.69%,301.91,B,RENT,45000,18.35,685,689,Fully Paid
1265495,16000,16000, 36 months,7.90%,500.65,A,MORTGAGE,68000,20.84,745,749,Fully Paid
1265496,19600,19600, 36 months,9.91%,631.61,B,MORTGAGE,60000,16.2,740,744,Fully Paid
1265572,18800,18800, 60 months,13.49%,432.49,C,MORTGAGE,58000,23.63,725,729,Current
1265488,10000,10000, 36 months,14.27%,343.09,C,MORTGAGE,75000,6.94,680,684,Fully Paid
1265453,20000,20000, 60 months,18.25%,510.6,D,MORTGAGE,51400,11.49,680,684,Charged Off
1258445,9750,9750, 36 months,17.27%,348.93,D,RENT,21600,8.56,675,679,Charged Off
1265532,35000,35000, 60 months,22.06%,967.86,F,RENT,90000,16.36,670,674,Current
1261557,20000,20000, 36 months,7.90%,625.81,A,MORTGAGE,63000,18.32,755,759,Fully Paid
1265448,12000,12000, 36 months,14.27%,411.71,C,RENT,72000,16.4,690,694,Fully Paid
1265306,8000,8000, 36 months,12.42%,267.33,B,RENT,50000,13.32,700,704,Fully Paid
1239494,28000,28000, 60 months,12.69%,632.66,B,MORTGAGE,67000,17.64,730,734,Fully Paid
1265269,6000,6000, 36 months,14.27%,205.86,C,RENT,93000,7.64,665,669,Fully Paid
1265298,16000,16000, 36 months,6.03%,486.97,A,MORTGAGE,109000,12.45,770,774,Fully Paid
1265401,19600,19600, 36 months,9.91%,631.61,B,RENT,45000,22.53,725,729,Fully Paid
1265404,11500,11500, 36 months,7.90%,359.84,A,MORTGAGE,55000,4.45,730,734,Fully Paid
1265287,3000,3000, 36 months,12.42%,100.25,B,RENT,28800,24.38,700,704,Fully Paid
1265281,5000,5000, 36 months,7.90%,156.46,A,RENT,53000,17.23,705,709,Fully Paid
1265405,7000,7000, 36 months,12.42%,233.91,B,MORTGAGE,54000,12.84,690,694,Charged Off
1265054,23325,23325, 36 months,15.27%,811.66,C,MORTGAGE,65000,14.99,725,729,Fully Paid
1265246,22200,22200, 36 months,12.69%,744.7,B,RENT,225000,5.14,690,694,Fully Paid
1265241,14675,14675, 60 months,17.27%,366.85,D,RENT,34500,24.52,685,689,Current
1265346,14400,14400, 60 months,12.69%,325.37,B,RENT,75000,16.06,730,734,Charged Off
1262837,28000,28000, 60 months,11.71%,618.75,B,MORTGAGE,75000,6.16,775,779,Current
1265229,12000,12000, 60 months,19.03%,311.49,E,MORTGAGE,65000,15.3,665,669,Fully Paid
1265001,15000,15000, 36 months,7.90%,469.36,A,MORTGAGE,31000,9.83,745,749,Charged Off
1265314,15000,15000, 60 months,21.67%,411.48,F,OWN,33000,14.36,660,664,Charged Off
1264029,15850,15850, 60 months,13.49%,364.63,C,MORTGAGE,36000,27.6,725,729,Fully Paid
1265193,12000,12000, 36 months,13.49%,407.17,C,MORTGAGE,46000,16.28,690,694,Fully Paid
1265108,1800,1800, 36 months,12.69%,60.39,B,RENT,25000,17.66,720,724,Charged Off
1264991,3200,3200, 60 months,9.91%,67.85,B,MORTGAGE,30000,12.44,740,744,Charged Off
1265090,17000,17000, 36 months,16.77%,604.16,D,RENT,90000,15.41,665,669,Fully Paid
1265063,5500,5500, 36 months,15.96%,193.26,C,RENT,32000,21.49,665,669,Fully Paid
1265071,10000,10000, 36 months,13.49%,339.31,C,RENT,42000,8.06,690,694,Fully Paid
1265069,11600,11600, 60 months,14.27%,271.54,C,MORTGAGE,35000,23.21,690,694,Current
1243237,16000,16000, 60 months,14.27%,374.54,C,RENT,62000,29.36,740,744,Charged Off
1265050,35000,35000, 60 months,22.06%,967.86,F,MORTGAGE,95300,14.71,675,679,Current
1265049,11100,11100, 60 months,15.96%,269.7,C,OWN,26000,20.49,695,699,Charged Off
1265137,13000,13000, 36 months,11.71%,429.99,B,RENT,38400,16.78,695,699,Fully Paid
1265030,12250,12250, 36 months,14.27%,420.29,C,MORTGAGE,45000,22.8,670,674,Fully Paid
1263965,29100,29100, 60 months,20.30%,775.84,E,RENT,72000,20.23,675,679,Charged Off
1265024,21600,21600, 60 months,17.58%,543.58,D,MORTGAGE,82000,9.75,690,694,Charged Off
1265125,10000,10000, 36 months,15.96%,351.38,C,RENT,61000,5.57,665,669,Fully Paid
1265006,29100,29100, 60 months,18.64%,749.12,E,RENT,58000,22.18,705,709,Fully Paid
1265013,2000,2000, 36 months,14.27%,68.62,C,RENT,65000,8.58,680,684,Fully Paid
1265114,9500,9500, 36 months,8.90%,301.66,A,RENT,20000,14.34,715,719,Fully Paid
1264896,21000,21000, 36 months,11.71%,694.6,B,RENT,95000,9.84,710,714,Charged Off
1264855,11300,11300, 36 months,13.49%,383.42,C,RENT,35000,21.05,710,714,Fully Paid
1264052,12000,12000, 36 months,12.69%,402.54,B,RENT,42500,19.37,705,709,Fully Paid
1264978,15800,15800, 60 months,19.03%,410.13,E,MORTGAGE,75000,20.1,670,674,Fully Paid
1264859,18000,18000, 36 months,10.65%,586.32,B,RENT,68000,10.66,715,719,Fully Paid
1259671,6400,6400, 36 months,8.90%,203.23,A,RENT,37000,11.84,715,719,Fully Paid
1264841,6000,6000, 36 months,7.51%,186.67,A,RENT,30000,17.56,745,749,Fully Paid
1264842,6000,6000, 36 months,8.90%,190.52,A,RENT,55000,14.71,715,719,Fully Paid
1259960,5000,5000, 36 months,11.71%,165.38,B,RENT,21600,9.56,685,689,Fully Paid
1257516,26400,26400, 60 months,19.91%,698.12,E,MORTGAGE,103000,13.41,675,679,Fully Paid
1264811,11300,11300, 36 months,14.65%,389.79,C,MORTGAGE,70000,5.85,695,699,Fully Paid
1264813,14000,14000, 36 months,14.27%,480.33,C,MORTGAGE,86000,8.86,675,679,Fully Paid
1264920,15000,15000, 36 months,16.29%,529.51,D,OWN,50000,22.44,690,694,Fully Paid
1264808,23600,23600, 36 months,13.49%,800.76,C,RENT,102000,14.19,695,699,Fully Paid
1264001,5100,5100, 36 months,8.90%,161.95,A,MORTGAGE,36000,21.57,715,719,Fully Paid
1264798,7500,7500, 36 months,8.90%,238.15,A,MORTGAGE,75000,7.49,725,729,Fully Paid
1264663,10000,10000, 36 months,10.65%,325.74,B,RENT,58000,9.72,700,704,Fully Paid
1264698,6000,6000, 36 months,19.42%,221.22,E,RENT,36000,15.57,665,669,Fully Paid
1264784,2000,2000, 36 months,14.27%,68.62,C,OWN,100000,14.92,660,664,Fully Paid
1264186,6000,6000, 36 months,7.51%,186.67,A,MORTGAGE,45000,27.73,740,744,Fully Paid
1264690,18000,18000, 60 months,20.30%,479.9,E,RENT,55000,12.87,660,664,Fully Paid
1264678,10000,10000, 36 months,16.77%,355.39,D,RENT,49000,20.4,660,664,Fully Paid
1264768,24000,24000, 60 months,21.67%,658.36,F,RENT,85000,19.93,665,669,Fully Paid
1264759,10000,10000, 36 months,12.42%,334.16,B,RENT,26000,12.83,680,684,Fully Paid
1264674,10000,10000, 36 months,16.77%,355.39,D,RENT,40000,21.63,700,704,Fully Paid
1259814,10175,10175, 36 months,12.69%,341.32,B,MORTGAGE,45136,10.79,695,699,Fully Paid
1264673,17000,17000, 60 months,19.03%,441.28,E,RENT,78050,16.84,675,679,Charged Off
1251757,5600,5600, 36 months,7.90%,175.23,A,MORTGAGE,32000,23.85,725,729,Fully Paid
1264729,20000,20000, 60 months,18.25%,510.6,D,RENT,102000,9.26,680,684,Charged Off
1264747,10000,10000, 36 months,11.71%,330.76,B,RENT,50000,10.99,690,694,Fully Paid
1264664,5600,5600, 36 months,15.27%,194.87,C,RENT,46000,4.8,665,669,Fully Paid
1264661,2800,2800, 36 months,10.65%,91.21,B,MORTGAGE,136000,10.83,705,709,Fully Paid
1264732,9600,9600, 36 months,11.71%,317.53,B,MORTGAGE,62100,11,690,694,Fully Paid
1235340,24000,24000, 36 months,6.62%,736.89,A,MORTGAGE,88620,4.06,780,784,Fully Paid
1264635,18400,18400, 60 months,14.27%,430.72,C,MORTGAGE,61938,9.01,725,729,Charged Off
1264429,9000,9000, 36 months,6.62%,276.34,A,MORTGAGE,98400,12.93,755,759,Fully Paid
1264642,30750,30750, 60 months,19.91%,813.15,E,RENT,65000,19.42,695,699,Fully Paid
1264632,6000,6000, 36 months,12.42%,200.5,B,RENT,30000,21.64,685,689,Fully Paid
1264496,5000,5000, 36 months,15.96%,175.69,C,RENT,41000,23.47,660,664,Charged Off
1264460,33600,33600, 60 months,20.30%,895.82,E,MORTGAGE,240000,13.56,695,699,Fully Paid
